微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IsNq8eiI5,[置顶]【速扩！#新型肺炎求助通道开启#】人民日报全媒体行动，征集新型冠状病毒肺炎求助者信息！如果你身边有确诊、疑似、密切接触者以及无法排除的发热者，请点击http://t.cn/A6PE3Spx 填写信息，我们将尽力提供帮助。守望相助，抗击疫情！#武汉加油#！  原图 ,无,2020-02-05 15:37,微博 weibo.com,218550,14790811,30844
IwB6etFTL,【#国际航班抵达前开展大数据分析#】3月1日，国家移民管理局边防检查管理司司长刘海涛表示，在国际航班抵达前开展大数据分析，#预排查疫情重点国家和地区有关人员#，将有关情况通过联控联防机制推送到检疫部门，为及时有效对涉疫人员进行检测赢得时间。在国际航班入境后，边检人员严格检查，发现在疫情突出地区有过旅行史、居留史的人员，会迅速通报给海关检疫部门进行疫情检查，移民管理部门同时会将相关信息及时通报人员入境目的地属地相关部门，为疫情排查管控提供信息支持。 人民日报的微博视频                                 ,无,2020-03-01 15:36,微博云剪,315,4,67
IwB3o74Uh,【#海关总署四点措施保障入境安全#】海关总署卫生检疫司司长林伟表示，要坚决遏制疫情通过口岸传播扩散，主要采取了：①密切监测疫情，及时开展研判；②全面启动健康申报制度，开发小程序用手机填报信息；③严格开展出境检疫，三查三排一转运；④强化联防联控机制，进一步共享信息。...全文 ,无,2020-03-01 15:29,微博云剪,2688,33,280
IwARez21i,【#人民直播#：#国务院联防联控机制发布会#】国务院联防联控机制于3月1日15时召开新闻发布会，介绍依法有效防控海外疫情输入有关情况，并答记者问。@人民日报 现场直播↓一起关注！ 人民日报的微博直播 .  ,无,2020-03-01 14:59,微博网页版,7200,135,732
IwAKQAVtd,【男子#隔离期卖口罩诈骗隔离结束即被捕#】2月26日，在家隔离的江苏淮安男子戴某，刚得知可以解除隔离便被民警带走。2月以来，多人报警称买口罩被骗。警方锁定戴某，发现他隔离期间从家向楼下吊送包裹寄快递，包裹内实际是空的或作业本，近80人被骗45万元。戴某解除隔离后，警方对其实施抓捕。...全文 ,无,2020-03-01 14:43,微博 weibo.com,6905,174,841
IwAy2FfFE,【#9组数据回顾2月战疫#】①湖北以外30个省区市和新疆生产建设兵团新增确诊降至个位；②2月29日，#28省区市新增病例为0#；③31省份和新疆生产建设兵团连续18天治愈出院超千人；④2月28日，累计治愈首超现有确诊病例数；⑤截至2月29日，全国派出4.2万名医务人员驰援湖北…更多↓3月继续加油！  [组图共9张] 原图 ,无,2020-03-01 14:12,微博 weibo.com,12016,523,1238
IwAl92KW2,【#国兴1号货船日本海域沉没#，#国兴1号货船7名中国籍船员失踪#】据中国驻札幌总领事馆消息，伯利兹籍货船“国兴1”号2月29日晚在日本海域沉没，13人失踪，其中7人为中国籍船员。　　2月29日22时17分，“国兴1”号向日方通报，其在日本青森县六所村的泊渔港以东约12公里海域与日本籍渔船“第八富丸”号发生碰撞，船体进水。“国兴1”号于22时35分沉没，14名船员1人获救，13人失踪，其中7人为中国籍船员。　　总领馆第一时间启动应急响应机制，与日方相关部门建立联系、获取信息，要求日海上保安厅等相关单位全力展开搜救。　　截至3月1日10时45分，日方已派出6架飞机、6艘巡视船、数十名救援人员执行搜救任务。目前在事发海域发现一些漂浮物，但无法确定是否与“国兴1”号有关。（新华社）                  原图                             ,无,2020-03-01 13:40,微博 weibo.com,13583,445,1735
IwAfyazEB,【#美国华盛顿州宣布进入紧急状态#】29日，美国西北部的华盛顿州出现美国首例COVID-19病毒感染者死亡病例后，华盛顿州州长杰伊·恩斯利宣布该州进入紧急状态。恩斯利发表声明说，华盛顿州政府机构将使用“所有必要的资源”，应对COVID-19病毒爆发，在必要时将动用华盛顿州国民卫队。“我们将继续努力，直到有一天没有人死于这种病毒。”据报道，29日，华盛顿州西雅图市郊区的科克兰有一人因感染COVID-19病毒而死亡。更让人担忧的是，当日同一地区的一家养老中心又发现两起确诊病例，一位是40多岁的女性工作人员，目前在医院治疗，情况良好；另一位是70多岁的女性居民，目前也在医院接受治疗，但情况严重。两人近期都无境外旅行纪录。西雅图市和金县的卫生官员表示，这家养老中心另有50多人得了呼吸疾病或肺炎被送进医院，目前正在接受COVID-19病毒检测，“预计会出现更多的阳性反应病例”。截至29日，美国确诊的COVID-19病毒感染病例达到了70例，其中47例来自于“钻石公主号”和从中国武汉撤出的侨民。目前，加利福尼亚、华盛顿和俄勒冈三个州是重灾区。加州最为严重，至少有30名COVID-19病毒患者，其中有三名女患者最近既没有出国也无与有关病患接触过。（人民日报记者王如君）                  原图                             ,无,2020-03-01 13:27,微博 weibo.com,20295,425,1584
IwAcU7Gpv,【钟南山团队论文：#近五成患者就诊时未发热#】28日，钟南山院士团队论文发布：截至1月29日，团队提取了1099例患者数据。该研究分析了患者各年龄段人群分布特征、感染者症状、接触史、影像学表现等。研究指出，近一半患者入院时可能尚未出现发热，但随着疾病进展，将近90%的患者出现发热。...全文 原图 ,无,2020-03-01 13:20,微博 weibo.com,8130,472,963
IwAaszsBT,【#泰国现首例新冠肺炎死亡病例#】泰国朱拉隆功大学医学院新型传染病研究中心主任提叻瓦·合玛朱塔（Thiravat Hemachudha）透露，一名35岁泰国籍男性因感染新冠肺炎于2月29日傍晚在曼谷逝世，这是泰国首例新冠肺炎死亡病例。他还表示，这是一个重要案例，显示无症状感染者也可以传播病毒，而且就算没有慢性病史，也有可能转为危重病患。（孙广勇）                  原图                             ,无,2020-03-01 13:14,微博 weibo.com,5476,166,637
IwAa64TZH,【正在直播：#武汉客厅方舱医院最大规模患者出院#】3月1日，位于武汉东西湖区的武汉客厅方舱医院，共有130多名新冠肺炎轻症患者经过治疗后出院，是迄今为止全市最大规模。@人民日报 联动@长江日报 正在直播，一起去现场↓↓ 人民日报的微博视频 .  ,无,2020-03-01 13:13,微博网页版,8468,244,635
IwA6m7fuf,【#42个手印和签名的决心书#】1日上午，湘雅二医院援武汉武昌方舱医院医疗队全体成员一致立下决心书，以徐军美副院长为首的#42名援汉队员在决心书上按下红手印#。“在此，我们郑重请愿：疫情不除，我们不退！！我们自愿要求继续坚守在武汉战疫一线，直至夺取新冠肺炎抗击战全面的最后的胜利！”据...全文 [组图共2张] 原图 ,无,2020-03-01 13:04,微博 weibo.com,8361,312,975
IwzUtalAF,【98岁！#全国年龄最大危重症患者出院#】3月1日上午，截至目前全国年龄最大的新冠肺炎危重症患者、98岁高龄胡汉英从武汉雷神山医院治愈出院。跟胡汉英一起出院的，还有她54岁的女儿丁女士。入院时胡汉英有高烧、心功能不全等症状，主要通过抗病毒、治疗基础病、营养支持、预防并发症等方式治疗，老人自己非常配合。刚刚，98岁高龄新冠肺炎危重症患者出院！             [组图共2张]      原图                             ,无,2020-03-01 12:35,微博 weibo.com,19742,511,1561
IwzOvvTLC,【9张图，#教你解决长时间戴口罩的困扰#】#戴口罩眼镜总起雾怎么办#？耳朵痛如何缓解？呼吸不畅怎么办？长时间戴口罩，9大困扰全解决↓↓转给家人！  [组图共9张] 原图 ,无,2020-03-01 12:20,微博 weibo.com,7788,1040,923
IwzDooz4f,【28个0！#28省区市新增病例为0#】2月29日，28省区市确诊病例零新增！#多个省区市确诊病例连续多日零新增#！别松劲儿，我们继续努力！  原图 ,无,2020-03-01 11:53,微博 weibo.com,16679,898,2214
IwzA04bHt,【我们都在战斗！致敬#30后到00后的抗疫战士#】从84岁再战疫情的钟南山，73岁奔波一线的李兰娟，57岁与疫病赛跑的张定宇，到许许多多义无反顾冲上前线的80后、90后、00后，危难面前，每一代中国人都在用行动书写使命和担当。在这场战争里，每一个咬牙坚持的你，都是最勇敢的战士。一起努力，中国加油！  [组图共9张] 原图 ,无,2020-03-01 11:44,微博 weibo.com,106386,11436,4945
Iwzsga3hA,【敲开房门，听#安置点里武汉客的故事#】滞留武汉外地人员如何生活？记者来到武汉市武昌区的一个酒店安置点。在工作人员的陪同下，敲开房门：8403的王先生因陪亲人做手术，#滞留武汉错过2岁女儿生日#；8503的王女士一度哽咽，挂念在抗疫一线的女儿和家人…谢谢你们的诉说，愿你们早日回家！  人民日报的微博视频                                 ,无,2020-03-01 11:25,微博视频,10613,302,1125
IwznqyDUU,【#日本新冠肺炎确诊感染者共947人#】据日本厚生劳动省消息，截至日本时间3月1日10点，日本国内新冠肺炎确诊感染者共947人，其中日本国内的感染者和从中国来日旅游的感染者人数为228人、“钻石公主”号邮轮上确诊的感染者人数为705人、乘包机回国的感染者人数为14人。http://t.cn/A67xPgIs  原图 ,无,2020-03-01 11:13,微博 weibo.com,23113,291,1493
IwzdNEqhh,【#北京新增2例境外输入新冠肺炎病例#，5例治愈出院】据@首都健康 ，2月29日0时至24时，北京市新增2例新冠肺炎确诊病例，均为境外输入病例，已送至定点医疗机构进行救治。报告新增疑似病例18例、密切接触者7人。治愈出院患者5例，分别从市区两级定点医院出院。其中有2名男性，3名女性，年龄最小的7岁，...全文 原图 ,无,2020-03-01 10:50,微博 weibo.com,63378,824,4412
Iwz9Zxcd3,【#80岁出院老伯含泪感谢解放军#】“我活了八十多岁，我从来没有这么高兴过！”近日，军队支援湖北医疗队湖北省妇幼保健院光谷院区的老人痊愈后很健谈，对照料他的医护人员似乎有说不完的话。临行时，他向军队医护人员道谢，激动落泪，“虽然不知道你们是谁，但你们为了谁我知道”。人民海军的微博视频                                 ,无,2020-03-01 10:40,微博 weibo.com,25653,820,1530
