微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IwA6Eq2DV,[置顶]【投票：你的口罩存货够用到4月底吗？】#张伯礼 除湖北外省市4月底可摘口罩# 中央指导组专家组成员、中国工程院院士、天津中医药大学校长张伯礼2月28日表示，“4月底除了湖北以外，全国其他省市我觉得就可以摘口罩恢复正常秩序了。不过，武汉这边彻底解除可能还要长一点时间。估计到了3月底，武汉的形...全文 ,无,2020-03-01 13:05,无,5966,31,155
IwBd7eD6l,【#国际航班抵达前开展大数据分析#】3月1日，国家移民管理局边防检查管理司司长刘海涛表示，在国际航班抵达前开展大数据分析，#预排查疫情重点国家和地区有关人员#，将有关情况通过联控联防机制推送到检疫部门，为及时有效对涉疫人员进行检测赢得时间。在国际航班入境后，边检人员严格检查，发现在疫情突出地区有过旅行史、居留史的人员，会迅速通报给海关检疫部门进行疫情检查，移民管理部门同时会将相关信息及时通报人员入境目的地属地相关部门，为疫情排查管控提供信息支持。@人民日报 人民日报的微博视频                                 ,无,2020-03-01 15:52,微博 weibo.com,0,0,0
IwB7G5emf,【#海关总署四点措施保障入境安全#】海关总署卫生检疫司司长林伟表示，要坚决遏制疫情通过口岸传播扩散，主要采取了：①密切监测疫情，及时开展研判；②全面启动健康申报制度，开发小程序用手机填报信息；③严格开展出境检疫，三查三排一转运；④强化联防联控机制，进一步共享信息。 @人民日报 人民日报的微博视频                                 ,无,2020-03-01 15:39,微博 weibo.com,7,0,1
IwB7j1hEX,【移民管理局：在华外国人签证若到期，可自动顺延两个月】国家移民管理局边防检查管理司司长刘海涛表示，在华外国人签证如果到期，可自动顺延两个月，无需去办理手续，仍可在华居留，或者正常出境。@第一财经日报  原图 ,无,2020-03-01 15:38,微博 weibo.com,13,8,13
IwB6qjFTW,【男子#隔离期卖口罩诈骗隔离结束即被捕#】2月26日，在家隔离的江苏淮安男子戴某，刚得知可以解除隔离便被民警带走。2月以来，多人报警称买口罩被骗。警方锁定戴某，发现他隔离期间从家向楼下吊送包裹寄快递，包裹内实际是空的或作业本，近80人被骗45万元。戴某解除隔离后，警方对其实施抓捕。...全文 ,无,2020-03-01 15:36,微博 weibo.com,17,9,4
IwB58hzcS,【#所有出入境人员必须进行健康申报# 】3月1日，国务院联防联控机制就依法有效防控海外疫情输入有关情况举行发布会。海关总署卫生检疫司司长林伟介绍，出入境人员在到达口岸前就能通过小程序申报健康情况，生成二维码，做到3查3排1运，从3查中发现有症状的、接触确诊病例等的，进行排查，同时，境外也在发生其他重大传染病，如拉沙热、埃博拉传染病等，海关方面也进行严密排查。@科技日报                  原图                             ,无,2020-03-01 15:33,微博 weibo.com,21,5,4
IwB4xiLiB,【山东新增新冠肺炎确诊病例2例，均为集中隔离观察的无症状感染者】2020年3月1日0-12时，山东省无新冠肺炎疑似病例；新增确诊病例2例（均为集中隔离观察的无症状感染者，经核酸和CT等检查确诊），累计确诊病例758例（其中，重症病例8例，危重症病例2例，死亡病例6例）；新增治愈出院8例，累计治愈出院439例。截至目前，追踪到密切接触者16872人，已解除医学观察15968人，诊断为疑似或确诊病例291例，尚有613人正在接受医学观察。（总台央视记者 李秉禅）                  原图                             ,无,2020-03-01 15:31,微博 weibo.com,21,0,8
IwAZHndA9,【卫健委：#全国治愈出院比例达到52.1%#】在3月1日举行的#国务院联防联控机制#新闻发布会上，国家卫健委新闻发言人米锋说，近一周，武汉、湖北和全国确诊病例治愈率均持续上升，全国治愈出院比例达到52.1%。@新华视点 新华视点的微博视频  ,无,2020-03-01 15:19,微博 weibo.com,17,6,4
IwAXODTJW,【直播！#国务院举行联防联控机制发布会#】今天下午，国务院联防联控机制召开新闻发布会，介绍依法有效防控海外疫情输入有关情况，并答记者问。@央视新闻 央视新闻的微博直播  ,无,2020-03-01 15:15,微博 weibo.com,10,2,0
IwAXy7KSz,【北京西城区政府某机关1例确诊病例已于2月26日治愈出院】据@西城健康 ，西城区政府某机关1例确诊病例已于2月26日治愈出院，并签署了《新型冠状病毒肺炎患者恢复期血浆捐献知情同意书》。其所涉及的密切接触者及高风险人员69人，截至3月1日，全部解除了集中医学观察。  原图 ,无,2020-03-01 15:14,微博 weibo.com,23,7,3
